S4_D4_C18_DSUBTEXT, ,　
S5_D4_C18_DSUBTEXT,What happened to you?,何があったの？老けすぎた。
S1_D5_C18_DSUBTEXT,What's that ,なんだと、AGENT
S3_D5_C18_DSUBTEXT,? Agent ,？
S5_D5_C18_DSUBTEXT, spent 50 years time traveling with the ,くんは50年間ほど
S7_D5_C18_DSUBTEXT, trying to stop me?,を使ってずっとタイムトラベルしていた？
S1_D6_C18_DSUBTEXT,That doesn't make any sense. Is that really how the ,ばかばかしい。本当に
S3_D6_C18_DSUBTEXT, works?,はそういう機能があった？
S1_D7_C18_DSUBTEXT,Not at all. Sorry ,いや、全然。だましてごめんね、
S3_D7_C18_DSUBTEXT,.,。
S1_D9_C18_DSUBTEXT,That was just one of the disguises I keep on hand.,それは手元に置いている変装のひとつに過ぎない。
S1_D10_C18_DSUBTEXT,I wanted you to experience what a real mission would feel like.,新人くんに本物のミッションを体験したかった。
S1_D11_C18_DSUBTEXT,And if you felt like you could keep relying on me; you wouldn't have felt as pressured to succeed.,頼りにし続けられると思えば、成功しなければならないという圧力は感じなかったはずだ。
S1_D12_C18_DSUBTEXT,Oh; come on...,おいおい...
S1_D14_C18_DSUBTEXT,Couldn't you have at least told me? I placed recorded messages specifically addressing you.,せめて教えてくれよ！あんたに話しかけた録画があっちこっちに置いた！
S1_D15_C18_DSUBTEXT,You know how awkward it is for someone else to watch all of those?,部外者がそれらを見たのはちょう恥ずかしいんだけど！
S1_D16_C18_DSUBTEXT,I had no way of knowing the Organization was going to assign me a rookie to train. Besides-,『キカン』が俺に新人を訓練させるつもりだと知らなかった。そもそ―
S1_D17_C18_DSUBTEXT,Did you not care at all about the traps I had prepared?! It's going to be quite some time before I can afford another scheme of this size.,僕が用意した罠にはまったく関心がなかったのか？この規模の計画にはけっこう時間がかかるんだ。
S1_D18_C18_DSUBTEXT,Like I said; the Organization assi-,だから、『キカン』が―
S1_D19_C18_DSUBTEXT,I did all of this so that we could have an epic clash of good versus evil and you send some random other agent instead.,善と悪の壮大な衝突をするために必死に頑張った。けれどこのまったく知らない無関係なAGENTに送った。
S1_D20_C18_DSUBTEXT,No offense ,あ、君は悪くはない
S3_D20_C18_DSUBTEXT,.,さん。
S1_D21_C18_DSUBTEXT,Oh; come on ,まあ、
S3_D21_C18_DSUBTEXT,. It couldn't be helped this time around.,よ、今回は仕方がない。
S1_D23_C18_DSUBTEXT,I promise next time; I'll come to thwart you personally old friend.,次は俺が必ず直接に邪魔をする。約束する、友よ。
S1_D24_C18_DSUBTEXT,*sigh*,はー
S1_D26_C18_DSUBTEXT,...I'll hold you to that.,...絶対だぞ。
